8,0,-942,-62,17664
8,1,-926,-97,17660
8,2,-990,-37,17672
8,3,-940,-43,17673
8,4,-1031,-88,17690
8,5,-1022,-32,17730
8,6,-1059,-37,17700
8,7,-1062,-38,17699
8,8,-1067,-45,17705
8,9,-1066,-23,17690
8,10,-1008,-40,17743
8,11,-968,-59,17732
8,12,-974,-35,17689
8,13,-964,-46,17722
8,14,-934,-61,17699
8,15,-929,-69,17709
8,16,-911,-50,17714
8,17,-869,-34,17704
8,18,-879,-37,17712
8,19,-869,8,17713
8,20,-930,-8,17718
8,21,-870,-30,17699
8,22,-889,-96,17666
8,23,-884,-65,17706
8,24,-960,-68,17711
8,25,-961,-101,17705
8,26,-1010,-106,17684
8,27,-988,-49,17675
8,28,-1044,-55,17685
8,29,-1036,-11,17713
8,30,-1094,-30,17741
8,31,-1084,-40,17658
8,32,-1103,-25,17702
8,33,-1059,-15,17683
8,34,-1010,-1,17696
8,35,-993,-11,17695
8,36,-976,-46,17645
8,37,-921,-61,17623
8,38,-913,-29,17657
8,39,-909,-46,17678
8,40,-4950,500,18026
8,41,-4594,-1296,16019
8,42,-906,-524,17849
8,43,459,1332,17295
8,44,579,322,18036
8,45,143,-889,17603
8,46,-234,-823,17821
8,47,-369,-1933,18000
8,48,-856,-117,17984
8,49,-517,468,18030
8,50,-9,1281,17668
8,51,2215,1272,18007
8,52,3663,-686,17721
8,53,2766,-717,17536
8,54,-2035,-1891,17478
8,55,-4657,-540,17647
8,56,-3972,-247,17649
8,57,-1735,839,17504
8,58,-1885,1659,17581
8,59,-2258,688,17766
8,60,-1474,-248,17758
8,61,-898,-1326,17460
8,62,-1803,-780,17579
8,63,-4099,181,17522
8,64,-5030,785,17690
8,65,-4319,1612,17617
8,66,-1091,1034,17696
8,67,2189,-339,17673
8,68,2460,-1242,17602
8,69,341,-1632,17830
8,70,-752,-365,17796
8,71,-252,-115,17749
8,72,419,1193,17637
8,73,-834,1190,17719
8,74,-896,710,17838
8,75,1637,-849,17792
8,76,3705,-1978,17589
8,77,3056,-1401,17490
8,78,-508,-552,17726
8,79,-3225,664,17762
8,80,-3625,1079,17660
8,81,-2822,808,17633
8,82,-1290,-199,17529
8,83,-1112,-1047,17591
8,84,-1854,-1168,17711
8,85,-1796,-243,17699
8,86,-1460,289,17577
8,87,-2416,1354,17470
8,88,-5356,1336,17673
8,89,-5697,1131,17737
8,90,-2437,-282,17602
8,91,1370,-997,17424
8,92,1824,-875,17530
8,93,659,-170,17759
8,94,-205,770,17808
8,95,-357,809,17734
8,96,-488,745,17773
8,97,-343,-391,17671
8,98,-170,-900,17747
8,99,666,-1050,17748
8,100,2623,-676,17805
8,101,3470,-237,17616
8,102,1859,204,17615
8,103,-440,419,17700
8,104,-4048,13,17762
8,105,-2980,-695,17614
8,106,-1739,-737,17540
8,107,-1051,-595,17644
8,108,-1719,25,17800
8,109,-1595,205,17833
8,110,-1294,627,17693
8,111,-2654,662,17609
8,112,-3681,398,17611
8,113,-5017,84,17654
8,114,-3963,199,17683
8,115,-2350,385,17759
8,116,1337,615,17611
8,117,1823,481,17668
8,118,605,422,17720
8,119,-1545,-98,17871
8,120,-650,-504,17665
8,121,-29,-534,17516
8,122,-298,-156,17622
8,123,55,34,17816
8,124,1174,-89,17839
8,125,3367,-394,17671
8,126,2132,-829,17763
8,127,458,-1007,17742
8,128,-2586,-923,17706
8,129,-3333,-268,17693
8,130,-2785,171,17641
8,131,-757,381,17620
8,132,-400,180,17658
8,133,-1111,-5,17743
8,134,-2228,-360,17771
8,135,-2021,-289,17578
8,136,-2396,-35,17546
8,137,-4676,938,17579
8,138,-4867,1250,17673
8,139,-3266,1071,17697
8,140,587,584,17628
8,141,1267,-165,17711
8,142,506,-391,17707
8,143,-992,-508,17733
8,144,-1320,176,17701
8,145,-1031,480,17681
8,146,-43,402,17709
8,147,581,-189,17822
8,148,786,-574,17876
8,149,1949,-1229,17872
8,150,3030,-1417,17613
8,151,2311,-1107,17593
8,152,-1509,-112,17757
8,153,-3508,311,17733
8,154,-2803,318,17669
8,155,-504,-12,17602
8,156,-495,-501,17692
8,157,-1008,-666,17747
8,158,-1556,-495,17762
8,159,-1960,463,17612
8,160,-2512,912,17628
8,161,-3887,1202,17590
8,162,-4480,987,17694
8,163,-4068,754,17714
8,164,-1489,137,17702
8,165,1343,-260,17522
8,166,1450,-131,17574
8,167,-950,422,17762
8,168,-2157,470,17764
8,169,-1498,412,17673
8,170,9,23,17581
8,171,-69,-544,17710
8,172,61,-929,17795
8,173,1745,-1245,17826
8,174,2968,-775,17758
8,175,2359,-516,17819
8,176,-182,-309,17750
8,177,-2585,-285,17806
8,178,-2931,-248,17743
8,179,-1606,-389,17729
8,180,409,-480,17618
8,181,429,-325,17648
8,182,-1324,311,17789
8,183,-2362,646,17708
8,184,-2280,632,17613
8,185,-2841,693,17540
8,186,-3881,713,17595
8,187,-4874,556,17738
8,188,-2208,365,17691
8,189,-424,422,17631
8,190,956,506,17652
8,191,-440,198,17685
8,192,-1332,43,17756
8,193,-2135,-98,17701
8,194,-1300,-182,17703
8,195,-469,-321,17665
8,196,755,-497,17685
8,197,1020,-491,17885
8,198,1445,-511,17894
8,199,2580,-836,17672
8,200,1265,-786,17680
8,201,-500,-679,17713
8,202,-3105,-402,17815
8,203,-1630,-162,17671
8,204,-384,-19,17686
8,205,454,157,17706
8,206,-714,-76,17755
8,207,-1297,-134,17702
8,208,-2167,99,17631
8,209,-3016,558,17627
8,210,-3430,712,17640
8,211,-4002,915,17664
8,212,-3392,944,17743
8,213,-2228,720,17804
8,214,485,56,17710
8,215,367,-217,17630
8,216,-905,-161,17709
8,217,-2842,-10,17767
8,218,-1564,50,17706
8,219,-525,153,17658
8,220,221,-34,17751
8,221,569,-725,17851
8,222,1184,-1021,17847
8,223,2325,-1122,17682
8,224,1461,-700,17756
8,225,409,-550,17752
8,226,-1725,-176,17746
8,227,-2196,203,17756
8,228,-1448,147,17714
8,229,694,-261,17625
8,230,467,-363,17615
8,231,-620,-285,17719
8,232,-2420,188,17775
8,233,-2353,669,17638
8,234,-2466,939,17605
8,235,-3877,1127,17686
8,236,-3944,566,17765
8,237,-2812,246,17728
8,238,-139,56,17657
8,239,178,102,17662
8,240,-565,92,17707
8,241,-2222,207,17748
8,242,-2498,370,17710
8,243,-1874,248,17699
8,244,53,-332,17617
8,245,955,-832,17639
8,246,888,-866,17765
8,247,1339,-856,17795
8,248,2146,-695,17681
8,249,1618,-470,17711
8,250,-1131,-70,17846
8,251,-2397,-242,17824
8,252,-1636,-368,17718
8,253,612,-316,17672
8,254,701,-130,17759
8,255,19,-83,17774
8,256,-1507,138,17796
8,257,-2530,636,17665
8,258,-2909,748,17676
8,259,-3266,614,17637
8,260,-3527,476,17715
8,261,-3337,430,17740
8,262,-1567,243,17655
8,263,432,82,17579
8,264,248,106,17606
8,265,-2135,229,17709
8,266,-3240,20,17741
8,267,-2499,-118,17673
8,268,-337,-201,17641
8,269,425,-368,17763
8,270,576,-544,17816
8,271,1394,-742,17790
8,272,1775,-707,17720
8,273,1376,-479,17750
8,274,-163,-497,17692
8,275,-1073,-440,17745
8,276,-1850,-133,17817
8,277,-271,-9,17753
8,278,817,-92,17647
8,279,1289,-208,17623
8,280,-1075,61,17764
8,281,-2124,145,17743
8,282,-2623,248,17633
8,283,-2694,577,17587
8,284,-3116,738,17605
8,285,-3579,650,17661
8,286,-1946,229,17711
8,287,-864,145,17603
8,288,-248,22,17667
8,289,-1542,-69,17653
8,290,-2368,-40,17678
8,291,-3068,195,17710
8,292,-1633,101,17701
8,293,-434,-69,17663
8,294,1069,-453,17641
8,295,823,-590,17802
8,296,813,-683,17821
8,297,1517,-726,17653
8,298,806,-310,17607
8,299,-371,-84,17710
8,300,-1876,40,17767
8,301,-484,-175,17734
8,302,609,-243,17680
8,303,1278,-302,17740
8,304,-179,-331,17756
8,305,-1033,-230,17727
8,306,-2490,278,17730
8,307,-2905,633,17740
8,308,-2855,545,17671
8,309,-2942,372,17684
8,310,-2766,245,17775
8,311,-2100,124,17746
8,312,-348,-146,17590
8,313,-805,35,17592
8,314,-1988,221,17655
8,315,-3556,261,17793
8,316,-2086,37,17626
8,317,-939,-38,17667
8,318,381,-301,17701
8,319,710,-674,17822
8,320,894,-723,17806
8,321,1100,-450,17733
8,322,672,-236,17719
8,323,165,-207,17663
8,324,-998,-170,17702
8,325,-1137,-142,17732
8,326,-371,-156,17722
8,327,1536,-376,17634
8,328,1035,-146,17686
8,329,-245,58,17710
8,330,-2413,249,17684
8,331,-2456,294,17590
8,332,-2324,362,17554
8,333,-2836,379,17654
8,334,-2832,144,17667
8,335,-2232,20,17654
8,336,-844,104,17602
8,337,-881,181,17610
8,338,-1560,133,17603
8,339,-3069,126,17642
8,340,-3148,185,17688
8,341,-2350,105,17671
8,342,16,-220,17608
8,343,923,-314,17658
8,344,673,-302,17700
8,345,464,-432,17804
8,346,986,-413,17643
8,347,783,-258,17672
8,348,-721,-54,17739
8,349,-1216,-141,17790
8,350,-464,-196,17740
8,351,1384,-196,17713
8,352,1304,-214,17780
8,353,506,-310,17808
8,354,-1435,-158,17807
8,355,-2680,220,17763
8,356,-2726,319,17736
8,357,-2337,293,17668
8,358,-2255,285,17643
8,359,-2482,262,17777
8,360,-1744,46,17673
8,361,-1057,-85,17643
8,362,-958,62,17569
8,363,-2951,324,17635
